step,t,x,y,z,vx,vy,vz,next_x,next_y,next_z,next_vx,next_vy,next_vz,nominal_vx,nominal_vy,nominal_vz,command_vx,command_vy,command_vz,accel_x,accel_y,accel_z,constraint_active,sector,azimuth_rad,depth_m,margin_m,a_x,a_y,a_z,b,current_slack_m,lookahead_violation_m,obstacle_clearance_m,obstacle_name,status,constraint_age_frames,gate_collision,admm_status,admm_iterations,admm_pri_res,admm_dua_res,admm_terminal_x,admm_terminal_y,admm_terminal_z
32,1.600000000,0.816737547,-0.019287952,1.139161460,0.509676515,-0.181573238,0.004520546,0.843278644,-0.027881412,1.139803243,0.554922936,-0.161853795,0.019239677,0.355186208,0.017359156,-0.078322921,0.050000000,0.250000000,0.020373195,-0.800000000,0.800000000,0.045293282,1,2,-0.174532925,0.578360762,0.462688610,0.991184898,0.116899894,-0.062345107,0.851934172,0.115672152,0.000000000,0.446721356,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.441617250,0.415499598,1.154441357
33,1.650000000,0.843278644,-0.027881412,1.139803243,0.554922936,-0.161853795,0.019239677,0.872722997,-0.035427991,1.140772187,0.617595104,-0.140844492,0.019456890,0.347049220,0.025093271,-0.079606486,0.050000000,0.250000000,0.026038869,-0.800000000,0.800000000,0.019426262,1,2,-0.174532925,0.551669206,0.441335365,0.991031128,0.031637879,-0.129832000,0.797184184,0.110333841,0.000000000,0.417277003,center_box,active,0,False,-2,2,0.000000000,0.000000000,-0.054416712,0.333639950,1.159332395
34,1.700000000,0.872722997,-0.035427991,1.140772187,0.617595104,-0.140844492,0.019456890,0.904995652,-0.041390059,1.141813202,0.663735165,-0.094136819,0.021814723,0.336299303,0.031885192,-0.081544373,0.050000000,0.250000000,0.022107015,-0.800000000,0.800000000,0.007571784,1,2,-0.174532925,0.521702811,0.417362249,0.991516611,0.041090370,-0.123314199,0.827530753,0.104340562,0.000000000,0.385006340,center_box,active,0,False,-2,2,0.000000000,0.000000000,-0.316774249,0.337249875,1.157352448
35,1.750000000,0.904995652,-0.041390059,1.141813202,0.663735165,-0.094136819,0.021814723,0.938365696,-0.043632452,1.143056849,0.663373401,0.003063903,0.026295989,0.323003913,0.037251053,-0.083626405,0.050000000,0.077727662,0.004878145,-0.800000000,0.491041375,-0.048390223,1,2,-0.174532925,0.491328421,0.393062737,0.987128624,0.146460943,-0.064236068,0.912205180,0.098265684,0.000000000,0.351648911,center_box,active,0,False,-2,2,0.000000000,0.000000000,-0.309832662,0.016905688,1.145471811
36,1.800000000,0.938365696,-0.043632452,1.143056849,0.663373401,0.003063903,0.026295989,0.970868085,-0.040463498,1.143816548,0.638157066,0.114236017,0.005810187,0.308720873,0.039269206,-0.086113697,0.050000000,-0.250000000,-0.005384099,-0.800000000,-0.723039724,-0.090514537,1,3,0.000000000,0.453120515,0.362496412,0.996720054,0.077010455,0.024870155,1.050979856,0.090624103,0.000000000,0.319132171,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.066704698,-0.538137496,1.139018774
37,1.850000000,0.970868085,-0.040463498,1.143816548,0.638157066,0.114236017,0.005810187,1.002323836,-0.032108106,1.143646699,0.624518445,0.205961401,-0.009985435,0.295218724,0.036417148,-0.087633097,0.050000000,-0.250000000,0.000099556,-0.800000000,-0.800000000,-0.016316089,1,3,0.000000000,0.420359893,0.336287914,0.997078747,0.072419629,0.024276920,1.076941904,0.084071979,0.000000000,0.287676164,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.235652447,-0.903142035,1.143891215
38,1.900000000,1.002323836,-0.032108106,1.143646699,0.624518445,0.205961401,-0.009985435,1.033513887,-0.020418839,1.143273129,0.622863074,0.249949510,-0.004663470,0.282658548,0.028897295,-0.087293398,0.050000000,-0.250000000,-0.000688687,-0.800000000,-0.800000000,0.026562137,1,2,-0.174532925,0.391881007,0.313504806,0.989270104,0.144875899,-0.018858308,1.043726273,0.078376201,0.000000000,0.256486113,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.184985727,-0.959194779,1.143130183
39,1.950000000,1.033513887,-0.020418839,1.143273129,0.622863074,0.249949510,-0.004663470,1.064345252,-0.007457287,1.143308288,0.610581075,0.265723438,0.005273840,0.270337502,0.018376955,-0.086546258,0.050000000,-0.250000000,0.004800937,-0.800000000,-0.800000000,0.027041162,1,2,-0.174532925,0.357172199,0.285737759,0.998079119,0.060905843,0.011338021,1.114681898,0.071434440,0.000000000,0.225654748,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.072466135,-0.709278584,1.146873832
40,2.000000000,1.064345252,-0.007457287,1.143308288,0.610581075,0.265723438,0.005273840,1.094803589,0.006263730,1.143570475,0.612044036,0.281425316,0.005196513,0.258339273,0.006711558,-0.086616576,0.050000000,-0.250000000,0.005109302,-0.800000000,-0.800000000,-0.000470109,1,2,-0.174532925,0.326403116,0.261122493,0.997707227,0.066903429,0.010208849,1.138358517,0.065280623,0.000000000,0.195196411,center_box,active,0,False,-2,2,0.000000000,0.000000000,0.078941323,-0.680610836,1.147140265
41,2.050000000,1.094803589,0.006263730,1.143570475,0.612044036,0.281425316,0.005196513,1.126119059,0.020400178,1.143787428,0.641863668,0.278572791,0.003360254,0.246676770,-0.005637357,-0.087140950,0.050000000,-0.250000000,0.000194798,-0.800000000,-0.800000000,-0.014290612,1,3,0.000000000,0.295525929,0.236420744,0.998884977,-0.012150284,-0.045619886,1.100442382,0.059105186,0.000000000,0.163880941,center_box,active,0,False,-2,2,0.000000000,0.000000000,-0.200597823,-0.820004880,1.143716574
42,2.100000000,1.126119059,0.020400178,1.143787428,0.641863668,0.278572791,0.003360254,1.159287354,0.033095226,1.144199344,0.680251881,0.221919294,0.011187549,0.234242847,-0.018360160,-0.087574856,0.050000000,-0.250000000,0.006390195,-0.800000000,-0.800000000,0.008656975,1,3,0.000000000,0.265541519,0.212433215,0.993746444,0.077491599,-0.080393137,1.081813298,0.053108304,0.000000000,0.130712646,center_box,active,0,False,-2,2,0.000000000,0.000000000,-0.482435733,-0.704352558,1.148580074
43,2.150000000,1.159287354,0.033095226,1.144199344,0.680251881,0.221919294,0.011187549,1.193803006,0.040704048,1.144996056,0.691460268,0.081664533,0.016907619,0.220141381,-0.029785703,-0.088398688,0.050000000,-0.250000000,0.008956628,-0.800000000,-0.800000000,-0.006374062,1,3,0.000000000,0.231539991,0.185231992,0.996426774,0.071668008,-0.044692072,1.152688186,0.046307998,0.000000000,0.096196994,center_box,active,0,False,-2,2,0.000000000,0.000000000,-0.546242952,-0.206805676,1.150916815
44,2.200000000,1.193803006,0.040704048,1.144996056,0.691460268,0.081664533,0.016907619,1.227385696,0.040008308,1.144959606,0.647043611,-0.098003302,-0.017632982,0.204827295,-0.036633644,-0.089992113,0.050000000,0.250000000,-0.002976271,-0.800000000,0.480958477,-0.056811114,1,4,0.174532925,0.200724216,0.160579373,0.977445563,-0.208848185,-0.031346550,1.162629652,0.040144843,0.000000000,0.062614304,center_box,active,0,False,-2,2,0.000000000,0.000000000,-0.321851403,0.673069358,1.142763853
45,2.250000000,1.227385696,0.040008308,1.144959606,0.647043611,-0.098003302,-0.017632982,1.257812762,0.030246514,1.142677109,0.574829813,-0.275400526,-0.068700454,0.190352874,-0.036007477,-0.089919211,0.050000000,0.250000000,-0.015409836,-0.800000000,0.800000000,0.006351844,1,4,0.174532925,0.200724216,0.160579373,0.977445563,-0.208848185,-0.031346550,1.162629652,0.007173145,0.000000000,0.032187238,center_box,held_violates_current,1,False,-2,2,0.000000000,0.000000000,0.031229205,1.405233979,1.133402228
46,2.300000000,1.257812762,0.030246514,1.142677109,0.574829813,-0.275400526,-0.068700454,1.284727624,0.012046284,1.138795361,0.512741408,-0.431370334,-0.082068791,0.178718514,-0.027221863,-0.085354217,0.050000000,0.250000000,-0.019038563,-0.800000000,0.800000000,0.141891117,1,4,0.174532925,0.200724216,0.160579373,0.977445563,-0.208848185,-0.031346550,1.162629652,-0.024677937,0.022642955,0.005272376,center_box,held_violates_current,2,False,-2,2,0.000000000,0.000000000,0.208113447,1.854306817,1.127688408
47,2.350000000,1.284727624,0.012046284,1.138795361,0.512741408,-0.431370334,-0.082068791,1.309700882,-0.012350476,1.135812652,0.496830422,-0.519479756,-0.037796596,0.170245138,-0.010841655,-0.077590723,0.050000000,0.250000000,-0.029943034,-0.800000000,0.800000000,0.148930734,1,4,0.174532925,0.200724216,0.160579373,0.977445563,-0.208848185,-0.031346550,1.162629652,-0.054908514,0.053159881,-0.019700882,center_box,held_violates_current,3,False,-2,2,0.000000000,0.000000000,0.122996815,1.982303858,1.114671707
