step,t,x,y,z,vx,vy,vz,next_x,next_y,next_z,next_vx,next_vy,next_vz,nominal_vx,nominal_vy,nominal_vz,command_vx,command_vy,command_vz,accel_x,accel_y,accel_z,constraint_active,sector,azimuth_rad,depth_m,margin_m,a_x,a_y,a_z,b,current_slack_m,lookahead_violation_m,obstacle_clearance_m,obstacle_name,status,constraint_age_frames,gate_collision,admm_status,admm_iterations,admm_pri_res,admm_dua_res,admm_terminal_x,admm_terminal_y,admm_terminal_z
32,1.600000000,0.890600086,-0.213789227,1.099865750,0.495327556,-0.337500540,-0.022413034,0.915000536,-0.230721554,1.099050950,0.488131235,-0.331051728,-0.011132337,0.288709923,0.192410305,0.000268499,0.107517739,-0.230338760,-0.009614450,-0.800000000,0.306176515,0.036567385,1,1,-0.349065850,0.538838179,0.431070543,0.926808704,0.372115756,0.050551867,0.909229473,0.107767636,0.146625875,0.411858576,center_box,active,0,False,,,,,,,
33,1.650000000,0.915000536,-0.230721554,1.099050950,0.488131235,-0.331051728,-0.011132337,0.940260153,-0.246190265,1.098852608,0.525549856,-0.288832528,0.001466879,0.282499518,0.207649399,0.001898099,0.096320901,-0.219798766,0.015843533,-0.800000000,0.317865608,0.077073914,1,1,-0.349065850,0.515687773,0.412550219,0.921098945,0.383166573,-0.068993553,0.781711366,0.103137555,0.151594965,0.394752823,center_box,active,0,False,,,,,,,
34,1.700000000,0.940260153,-0.246190265,1.098852608,0.525549856,-0.288832528,0.001466879,0.968060432,-0.259565196,1.099098200,0.581373542,-0.253556306,0.008138258,0.275515862,0.221571238,0.002294784,0.095406139,-0.224621362,0.031440945,-0.800000000,0.183460473,0.085640189,1,0,-0.523598776,0.515030918,0.412024735,0.873228832,0.466372114,-0.141309796,0.653973547,0.103006184,0.154692891,0.375648898,center_box,active,0,False,,,,,,,
35,1.750000000,0.968060432,-0.259565196,1.099098200,0.581373542,-0.253556306,0.008138258,0.998148482,-0.272123250,1.099653294,0.612311919,-0.253949245,0.014036272,0.266245611,0.233608677,0.001803599,0.090495217,-0.195607159,0.020867212,-0.800000000,0.165568991,0.036368442,1,0,-0.523598776,0.536935463,0.429548371,0.907247351,0.408922880,-0.098408955,0.771354103,0.107387093,0.145288708,0.355443537,center_box,active,0,False,,,,,,,
36,1.800000000,0.998148482,-0.272123250,1.099653294,0.612311919,-0.253949245,0.014036272,1.028435456,-0.285205269,1.100266318,0.593614223,-0.267687708,0.010565285,0.254916366,0.244910925,0.000693412,0.081703782,-0.187844654,-0.001585980,-0.800000000,0.188870262,-0.044635007,1,0,-0.523598776,0.538489346,0.430791477,0.902243344,0.431063775,0.011873077,0.904024486,0.107697869,0.143984923,0.336869024,center_box,active,0,False,,,,,,,
37,1.850000000,1.028435456,-0.285205269,1.100266318,0.593614223,-0.267687708,0.010565285,1.056990178,-0.298583645,1.100502520,0.550709198,-0.261933745,-0.000396844,0.243408090,0.250000000,-0.000532636,0.061819382,-0.214327550,-0.016352937,-0.800000000,0.152457594,-0.076909205,1,0,-0.523598776,0.461475266,0.369180213,0.843955039,0.531350838,0.073526726,0.889603259,0.092295053,0.161372970,0.321617176,center_box,active,0,False,,,,,,,
38,1.900000000,1.056990178,-0.298583645,1.100502520,0.550709198,-0.261933745,-0.000396844,1.083411186,-0.310444095,1.100366357,0.513236035,-0.209412626,-0.005152338,0.233458840,0.250000000,-0.001005041,0.057140960,-0.239321785,-0.007060799,-0.800000000,0.064605601,-0.019039870,1,0,-0.523598776,0.424578303,0.339662643,0.784330757,0.619757685,0.026938374,0.758541807,0.084915661,0.168600311,0.308823568,center_box,active,0,False,,,,,,,
39,1.950000000,1.083411186,-0.310444095,1.100366357,0.513236035,-0.209412626,-0.005152338,1.108907991,-0.318763088,1.100156359,0.513097985,-0.129001595,-0.003560229,0.225429933,0.250000000,-0.000732714,0.057544618,-0.234397271,0.015244852,-0.800000000,-0.071384698,0.058277687,1,0,-0.523598776,0.433939666,0.347151733,0.778521144,0.623229716,-0.074091491,0.655240681,0.086787933,0.161734831,0.295880761,center_box,active,0,False,,,,,,,
40,2.000000000,1.108907991,-0.318763088,1.100156359,0.513097985,-0.129001595,-0.003560229,1.135128069,-0.323304399,1.100120001,0.534189422,-0.064438616,0.002402611,0.218232808,0.250000000,-0.000312718,0.066000394,-0.203515509,0.022326555,-0.800000000,-0.212896899,0.073962238,1,0,-0.523598776,0.499489244,0.399591395,0.820749897,0.558096278,-0.122057980,0.697850613,0.099897849,0.139109747,0.281078842,center_box,active,0,False,,,,,,,
41,2.050000000,1.135128069,-0.323304399,1.100120001,0.534189422,-0.064438616,0.002402611,1.162179295,-0.325921167,1.100523742,0.545825279,-0.049099257,0.013129489,0.210384738,0.250000000,-0.000240002,0.072498689,-0.182615710,0.009984307,-0.800000000,-0.337648841,0.021661987,1,0,-0.523598776,0.552326917,0.441861533,0.856080874,0.512928830,-0.063478757,0.846560415,0.110465383,0.120799961,0.265586087,center_box,active,0,False,,,,,,,
